,,,,All Type of Report (All Grades) for 01-Jan-2023 to 31-Dec-2025,,,
NCT of Delhi,Vegetables,Tomato,January-2023,18798.37,Metric Tonnes,994.64,Rs./Quintal
NCT of Delhi,Vegetables,Onion,February-2023,30421.21,Metric Tonnes,1338.55,Rs./Quintal
NCT of Delhi,Vegetables,Potato,February-2023,44975.47,Metric Tonnes,606.79,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,February-2023,18586.95,Metric Tonnes,1060.20,Rs./Quintal
NCT of Delhi,Vegetables,Onion,March-2023,30777.91,Metric Tonnes,1093.93,Rs./Quintal
NCT of Delhi,Vegetables,Potato,March-2023,43276.16,Metric Tonnes,651.91,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,March-2023,23987.88,Metric Tonnes,1222.92,Rs./Quintal
NCT of Delhi,Vegetables,Onion,April-2023,29389.85,Metric Tonnes,980.83,Rs./Quintal
NCT of Delhi,Vegetables,Potato,April-2023,32459.65,Metric Tonnes,843.80,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,April-2023,16493.95,Metric Tonnes,970.78,Rs./Quintal
NCT of Delhi,Vegetables,Onion,May-2023,36634.02,Metric Tonnes,992.48,Rs./Quintal
NCT of Delhi,Vegetables,Potato,May-2023,33099.80,Metric Tonnes,988.61,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,May-2023,18904.66,Metric Tonnes,686.86,Rs./Quintal
NCT of Delhi,Vegetables,Onion,June-2023,32482.57,Metric Tonnes,1070.66,Rs./Quintal
NCT of Delhi,Vegetables,Potato,June-2023,35364.05,Metric Tonnes,1124.80,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,June-2023,16307.54,Metric Tonnes,1989.26,Rs./Quintal
NCT of Delhi,Vegetables,Onion,July-2023,32683.17,Metric Tonnes,1450.89,Rs./Quintal
NCT of Delhi,Vegetables,Potato,July-2023,37879.66,Metric Tonnes,1311.28,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,July-2023,6213.94,Metric Tonnes,7347.61,Rs./Quintal
NCT of Delhi,Vegetables,Onion,August-2023,30712.78,Metric Tonnes,1715.68,Rs./Quintal
NCT of Delhi,Vegetables,Potato,August-2023,37907.45,Metric Tonnes,1264.80,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,August-2023,10092.06,Metric Tonnes,3589.53,Rs./Quintal
NCT of Delhi,Vegetables,Onion,September-2023,30059.89,Metric Tonnes,1964.83,Rs./Quintal
NCT of Delhi,Vegetables,Potato,September-2023,35720.29,Metric Tonnes,1209.34,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,September-2023,17646.24,Metric Tonnes,1485.10,Rs./Quintal
NCT of Delhi,Vegetables,Onion,October-2023,28034.33,Metric Tonnes,2494.82,Rs./Quintal
NCT of Delhi,Vegetables,Potato,October-2023,47928.61,Metric Tonnes,1238.42,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,October-2023,19152.55,Metric Tonnes,1559.75,Rs./Quintal
NCT of Delhi,Vegetables,Onion,November-2023,21522.59,Metric Tonnes,3473.25,Rs./Quintal
NCT of Delhi,Vegetables,Potato,November-2023,44817.19,Metric Tonnes,1199.32,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,November-2023,15709.07,Metric Tonnes,2878.62,Rs./Quintal
NCT of Delhi,Vegetables,Onion,December-2023,33878.60,Metric Tonnes,2452.82,Rs./Quintal
NCT of Delhi,Vegetables,Potato,December-2023,48862.85,Metric Tonnes,859.72,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,December-2023,19946.60,Metric Tonnes,2178.93,Rs./Quintal
NCT of Delhi,Vegetables,Onion,January-2024,35143.75,Metric Tonnes,1783.94,Rs./Quintal
NCT of Delhi,Vegetables,Potato,January-2024,47137.45,Metric Tonnes,753.62,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,January-2024,18949.82,Metric Tonnes,1663.75,Rs./Quintal
NCT of Delhi,Vegetables,Onion,February-2024,31384.82,Metric Tonnes,1549.13,Rs./Quintal
NCT of Delhi,Vegetables,Potato,February-2024,45555.70,Metric Tonnes,751.50,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,February-2024,19150.48,Metric Tonnes,2365.30,Rs./Quintal
NCT of Delhi,Vegetables,Onion,March-2024,27360.76,Metric Tonnes,1612.81,Rs./Quintal
NCT of Delhi,Vegetables,Potato,March-2024,34853.95,Metric Tonnes,978.09,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,March-2024,16681.35,Metric Tonnes,2078.27,Rs./Quintal
NCT of Delhi,Vegetables,Onion,April-2024,28882.63,Metric Tonnes,1567.17,Rs./Quintal
NCT of Delhi,Vegetables,Potato,April-2024,40769.88,Metric Tonnes,1394.57,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,April-2024,21420.88,Metric Tonnes,1790.74,Rs./Quintal
NCT of Delhi,Vegetables,Onion,May-2024,33794.64,Metric Tonnes,1681.94,Rs./Quintal
NCT of Delhi,Vegetables,Potato,May-2024,36107.47,Metric Tonnes,1565.08,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,May-2024,19359.88,Metric Tonnes,1724.41,Rs./Quintal
NCT of Delhi,Vegetables,Onion,June-2024,31110.64,Metric Tonnes,2118.60,Rs./Quintal
NCT of Delhi,Vegetables,Potato,June-2024,34798.65,Metric Tonnes,1597.09,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,June-2024,17861.20,Metric Tonnes,1540.97,Rs./Quintal
NCT of Delhi,Vegetables,Onion,July-2024,27484.76,Metric Tonnes,2806.71,Rs./Quintal
NCT of Delhi,Vegetables,Potato,July-2024,36502.34,Metric Tonnes,2161.27,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,July-2024,16110.14,Metric Tonnes,4048.21,Rs./Quintal
NCT of Delhi,Vegetables,Onion,August-2024,29823.29,Metric Tonnes,3160.55,Rs./Quintal
NCT of Delhi,Vegetables,Potato,August-2024,39471.89,Metric Tonnes,2117.56,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,August-2024,21191.68,Metric Tonnes,2627.58,Rs./Quintal
NCT of Delhi,Vegetables,Onion,September-2024,28936.34,Metric Tonnes,3852.94,Rs./Quintal
NCT of Delhi,Vegetables,Potato,September-2024,39131.08,Metric Tonnes,2104.01,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,September-2024,18584.08,Metric Tonnes,3198.37,Rs./Quintal
NCT of Delhi,Vegetables,Onion,October-2024,32937.25,Metric Tonnes,3509.65,Rs./Quintal
NCT of Delhi,Vegetables,Potato,October-2024,47836.84,Metric Tonnes,2111.23,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,October-2024,18101.78,Metric Tonnes,5014.77,Rs./Quintal
NCT of Delhi,Vegetables,Onion,November-2024,32556.52,Metric Tonnes,3487.16,Rs./Quintal
NCT of Delhi,Vegetables,Potato,November-2024,42479.42,Metric Tonnes,2145.38,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,November-2024,17575.21,Metric Tonnes,3189.85,Rs./Quintal
NCT of Delhi,Vegetables,Onion,December-2024,38307.69,Metric Tonnes,2461.19,Rs./Quintal
NCT of Delhi,Vegetables,Potato,December-2024,49510.25,Metric Tonnes,2050.50,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,December-2024,23080.07,Metric Tonnes,2516.47,Rs./Quintal
NCT of Delhi,Vegetables,Onion,January-2025,23384.75,Metric Tonnes,2026.22,Rs./Quintal
NCT of Delhi,Vegetables,Potato,January-2025,48695.59,Metric Tonnes,1602.73,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,January-2025,20246.16,Metric Tonnes,922.01,Rs./Quintal
NCT of Delhi,Vegetables,Onion,February-2025,25061.90,Metric Tonnes,2436.45,Rs./Quintal
NCT of Delhi,Vegetables,Potato,February-2025,39861.35,Metric Tonnes,905.99,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,February-2025,18677.56,Metric Tonnes,829.08,Rs./Quintal
NCT of Delhi,Vegetables,Onion,March-2025,29509.05,Metric Tonnes,1815.89,Rs./Quintal
NCT of Delhi,Vegetables,Potato,March-2025,44864.82,Metric Tonnes,1031.54,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,March-2025,22826.16,Metric Tonnes,788.00,Rs./Quintal
NCT of Delhi,Vegetables,Onion,April-2025,27533.74,Metric Tonnes,1363.57,Rs./Quintal
NCT of Delhi,Vegetables,Potato,April-2025,39991.05,Metric Tonnes,986.40,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,April-2025,20826.11,Metric Tonnes,836.37,Rs./Quintal
NCT of Delhi,Vegetables,Onion,May-2025,33903.14,Metric Tonnes,1069.01,Rs./Quintal
NCT of Delhi,Vegetables,Potato,May-2025,36655.35,Metric Tonnes,958.68,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,May-2025,19175.46,Metric Tonnes,833.90,Rs./Quintal
NCT of Delhi,Vegetables,Onion,June-2025,29799.23,Metric Tonnes,1312.78,Rs./Quintal
NCT of Delhi,Vegetables,Potato,June-2025,37868.87,Metric Tonnes,1278.59,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,June-2025,18106.92,Metric Tonnes,1980.20,Rs./Quintal
NCT of Delhi,Vegetables,Onion,July-2025,30957.48,Metric Tonnes,1467.09,Rs./Quintal
NCT of Delhi,Vegetables,Potato,July-2025,42789.89,Metric Tonnes,1343.98,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,July-2025,20197.34,Metric Tonnes,2748.45,Rs./Quintal
NCT of Delhi,Vegetables,Onion,August-2025,33568.70,Metric Tonnes,1434.13,Rs./Quintal
NCT of Delhi,Vegetables,Potato,August-2025,39685.20,Metric Tonnes,1249.10,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,August-2025,21355.15,Metric Tonnes,3452.63,Rs./Quintal
NCT of Delhi,Vegetables,Onion,September-2025,29040.80,Metric Tonnes,1232.18,Rs./Quintal
NCT of Delhi,Vegetables,Potato,September-2025,49544.35,Metric Tonnes,1328.19,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,September-2025,24632.07,Metric Tonnes,2288.44,Rs./Quintal
NCT of Delhi,Vegetables,Onion,October-2025,30166.70,Metric Tonnes,1135.24,Rs./Quintal
NCT of Delhi,Vegetables,Potato,October-2025,37209.14,Metric Tonnes,1450.09,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,October-2025,20754.82,Metric Tonnes,2114.58,Rs./Quintal
NCT of Delhi,Vegetables,Onion,November-2025,13118.61,Metric Tonnes,1116.85,Rs./Quintal
NCT of Delhi,Vegetables,Potato,November-2025,15116.47,Metric Tonnes,1526.30,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,November-2025,8293.12,Metric Tonnes,3152.52,Rs./Quintal
NCT of Delhi,Vegetables,Onion,December-2025,30733.65,Metric Tonnes,1528.73,Rs./Quintal
NCT of Delhi,Vegetables,Potato,December-2025,52167.43,Metric Tonnes,847.80,Rs./Quintal
NCT of Delhi,Vegetables,Tomato,December-2025,20406.14,Metric Tonnes,3558.35,Rs./Quintal
Nagaland,Vegetables,Onion,January-2023,9.50,Metric Tonnes,6989.47,Rs./Quintal
Nagaland,Vegetables,Potato,January-2023,105.00,Metric Tonnes,3625.71,Rs./Quintal
Nagaland,Vegetables,Tomato,January-2023,36.00,Metric Tonnes,3875.00,Rs./Quintal
Nagaland,Vegetables,Onion,February-2023,11.30,Metric Tonnes,5433.63,Rs./Quintal
Nagaland,Vegetables,Potato,February-2023,109.30,Metric Tonnes,3587.37,Rs./Quintal
Nagaland,Vegetables,Tomato,February-2023,39.00,Metric Tonnes,4023.08,Rs./Quintal
Nagaland,Vegetables,Onion,March-2023,35.40,Metric Tonnes,4174.29,Rs./Quintal
Nagaland,Vegetables,Potato,March-2023,132.50,Metric Tonnes,3987.96,Rs./Quintal
Nagaland,Vegetables,Tomato,March-2023,75.30,Metric Tonnes,3574.70,Rs./Quintal
Nagaland,Vegetables,Onion,April-2023,37.91,Metric Tonnes,3301.71,Rs./Quintal
Nagaland,Vegetables,Potato,April-2023,86.26,Metric Tonnes,3405.83,Rs./Quintal
Nagaland,Vegetables,Tomato,April-2023,77.74,Metric Tonnes,3342.44,Rs./Quintal
Nagaland,Vegetables,Onion,May-2023,104.21,Metric Tonnes,5893.20,Rs./Quintal
Nagaland,Vegetables,Potato,May-2023,2904.30,Metric Tonnes,2266.12,Rs./Quintal
Nagaland,Vegetables,Tomato,May-2023,848.85,Metric Tonnes,2501.06,Rs./Quintal
Nagaland,Vegetables,Onion,June-2023,104.52,Metric Tonnes,7869.83,Rs./Quintal
Nagaland,Vegetables,Potato,June-2023,317.17,Metric Tonnes,6157.20,Rs./Quintal
Nagaland,Vegetables,Tomato,June-2023,219.83,Metric Tonnes,5428.66,Rs./Quintal
Nagaland,Vegetables,Onion,July-2023,123.82,Metric Tonnes,7715.64,Rs./Quintal
Nagaland,Vegetables,Potato,July-2023,342.53,Metric Tonnes,6820.97,Rs./Quintal
Nagaland,Vegetables,Tomato,July-2023,199.00,Metric Tonnes,7897.01,Rs./Quintal
Nagaland,Vegetables,Onion,August-2023,138.84,Metric Tonnes,7621.87,Rs./Quintal
Nagaland,Vegetables,Potato,August-2023,302.50,Metric Tonnes,7679.44,Rs./Quintal
Nagaland,Vegetables,Tomato,August-2023,112.30,Metric Tonnes,11811.19,Rs./Quintal
Nagaland,Vegetables,Onion,September-2023,94.58,Metric Tonnes,9657.12,Rs./Quintal
Nagaland,Vegetables,Potato,September-2023,237.95,Metric Tonnes,8308.31,Rs./Quintal
Nagaland,Vegetables,Tomato,September-2023,113.28,Metric Tonnes,9339.50,Rs./Quintal
Nagaland,Vegetables,Onion,October-2023,7.01,Metric Tonnes,3037.80,Rs./Quintal
Nagaland,Vegetables,Potato,October-2023,32.41,Metric Tonnes,3114.93,Rs./Quintal
Nagaland,Vegetables,Tomato,October-2023,17.81,Metric Tonnes,6876.14,Rs./Quintal
Nagaland,Vegetables,Onion,November-2023,5.95,Metric Tonnes,4817.65,Rs./Quintal
Nagaland,Vegetables,Potato,November-2023,30.37,Metric Tonnes,2876.29,Rs./Quintal
Nagaland,Vegetables,Tomato,November-2023,34.93,Metric Tonnes,8142.63,Rs./Quintal
Nagaland,Vegetables,Onion,December-2023,3.76,Metric Tonnes,6034.57,Rs./Quintal
Nagaland,Vegetables,Potato,December-2023,25.34,Metric Tonnes,2924.78,Rs./Quintal
Nagaland,Vegetables,Tomato,December-2023,3.61,Metric Tonnes,4062.60,Rs./Quintal
Nagaland,Vegetables,Onion,January-2024,4.92,Metric Tonnes,5220.53,Rs./Quintal
Nagaland,Vegetables,Potato,January-2024,31.88,Metric Tonnes,3472.62,Rs./Quintal
Nagaland,Vegetables,Tomato,January-2024,5.08,Metric Tonnes,4049.41,Rs./Quintal
Nagaland,Vegetables,Onion,February-2024,6.48,Metric Tonnes,4475.31,Rs./Quintal
Nagaland,Vegetables,Potato,February-2024,29.06,Metric Tonnes,2570.37,Rs./Quintal
Nagaland,Vegetables,Tomato,February-2024,7.33,Metric Tonnes,3267.26,Rs./Quintal
Nagaland,Vegetables,Onion,March-2024,6.64,Metric Tonnes,4820.78,Rs./Quintal
Nagaland,Vegetables,Potato,March-2024,65.93,Metric Tonnes,2896.04,Rs./Quintal
Nagaland,Vegetables,Tomato,March-2024,16.72,Metric Tonnes,3302.87,Rs./Quintal
Nagaland,Vegetables,Onion,April-2024,6.27,Metric Tonnes,3949.60,Rs./Quintal
Nagaland,Vegetables,Potato,April-2024,31.91,Metric Tonnes,2917.36,Rs./Quintal
Nagaland,Vegetables,Tomato,April-2024,55.70,Metric Tonnes,4619.12,Rs./Quintal
Nagaland,Vegetables,Onion,May-2024,4.14,Metric Tonnes,3538.89,Rs./Quintal
Nagaland,Vegetables,Potato,May-2024,32.02,Metric Tonnes,3281.92,Rs./Quintal
Nagaland,Vegetables,Tomato,May-2024,106.73,Metric Tonnes,5024.98,Rs./Quintal
Nagaland,Vegetables,Onion,June-2024,2.98,Metric Tonnes,4546.98,Rs./Quintal
Nagaland,Vegetables,Potato,June-2024,370.54,Metric Tonnes,3070.48,Rs./Quintal
Nagaland,Vegetables,Tomato,June-2024,26.63,Metric Tonnes,5178.90,Rs./Quintal
Nagaland,Vegetables,Onion,July-2024,3.63,Metric Tonnes,5034.44,Rs./Quintal
Nagaland,Vegetables,Potato,July-2024,410.07,Metric Tonnes,4017.32,Rs./Quintal
Nagaland,Vegetables,Tomato,July-2024,92.10,Metric Tonnes,7580.17,Rs./Quintal
Nagaland,Vegetables,Onion,August-2024,4.87,Metric Tonnes,5200.82,Rs./Quintal
Nagaland,Vegetables,Potato,August-2024,540.12,Metric Tonnes,4979.58,Rs./Quintal
Nagaland,Vegetables,Tomato,August-2024,4.43,Metric Tonnes,5528.89,Rs./Quintal
Nagaland,Vegetables,Onion,September-2024,2.06,Metric Tonnes,6189.32,Rs./Quintal
Nagaland,Vegetables,Potato,September-2024,13.59,Metric Tonnes,4552.61,Rs./Quintal
Nagaland,Vegetables,Tomato,September-2024,2.50,Metric Tonnes,5409.60,Rs./Quintal
Nagaland,Vegetables,Onion,October-2024,2.21,Metric Tonnes,6063.35,Rs./Quintal
Nagaland,Vegetables,Potato,October-2024,1331.04,Metric Tonnes,3846.93,Rs./Quintal
Nagaland,Vegetables,Tomato,October-2024,27.91,Metric Tonnes,7802.72,Rs./Quintal
Nagaland,Vegetables,Onion,November-2024,0.81,Metric Tonnes,6160.49,Rs./Quintal
Nagaland,Vegetables,Potato,November-2024,7.43,Metric Tonnes,4651.95,Rs./Quintal
Nagaland,Vegetables,Tomato,November-2024,2.18,Metric Tonnes,6121.10,Rs./Quintal
Nagaland,Vegetables,Onion,December-2024,1.05,Metric Tonnes,5876.19,Rs./Quintal
Nagaland,Vegetables,Potato,December-2024,321.95,Metric Tonnes,4501.32,Rs./Quintal
Nagaland,Vegetables,Tomato,December-2024,2.09,Metric Tonnes,5784.21,Rs./Quintal
Nagaland,Vegetables,Potato,January-2025,3.84,Metric Tonnes,4732.81,Rs./Quintal
Nagaland,Vegetables,Tomato,January-2025,0.76,Metric Tonnes,4285.53,Rs./Quintal
Nagaland,Vegetables,Potato,February-2025,2.92,Metric Tonnes,3736.30,Rs./Quintal
Nagaland,Vegetables,Tomato,February-2025,12.13,Metric Tonnes,4938.00,Rs./Quintal
Nagaland,Vegetables,Potato,March-2025,791.76,Metric Tonnes,2204.99,Rs./Quintal
Nagaland,Vegetables,Tomato,March-2025,3.30,Metric Tonnes,2613.03,Rs./Quintal
Nagaland,Vegetables,Onion,April-2025,0.46,Metric Tonnes,4500.00,Rs./Quintal
Nagaland,Vegetables,Potato,April-2025,971.36,Metric Tonnes,2351.76,Rs./Quintal
Nagaland,Vegetables,Tomato,April-2025,103.49,Metric Tonnes,3077.84,Rs./Quintal
Nagaland,Vegetables,Onion,May-2025,0.40,Metric Tonnes,5000.00,Rs./Quintal
Nagaland,Vegetables,Potato,May-2025,1134.75,Metric Tonnes,2151.92,Rs./Quintal
Nagaland,Vegetables,Tomato,May-2025,22.64,Metric Tonnes,3435.29,Rs./Quintal
Nagaland,Vegetables,Onion,June-2025,0.37,Metric Tonnes,5027.03,Rs./Quintal
Nagaland,Vegetables,Potato,June-2025,6.51,Metric Tonnes,4051.31,Rs./Quintal
Nagaland,Vegetables,Tomato,June-2025,134.58,Metric Tonnes,5145.43,Rs./Quintal
Nagaland,Vegetables,Onion,July-2025,0.13,Metric Tonnes,5000.00,Rs./Quintal
Nagaland,Vegetables,Potato,July-2025,623.41,Metric Tonnes,2042.37,Rs./Quintal
Nagaland,Vegetables,Tomato,July-2025,162.47,Metric Tonnes,5331.32,Rs./Quintal
Nagaland,Vegetables,Potato,August-2025,629.83,Metric Tonnes,2029.52,Rs./Quintal
Nagaland,Vegetables,Tomato,August-2025,142.05,Metric Tonnes,5647.16,Rs./Quintal
Nagaland,Vegetables,Onion,September-2025,0.57,Metric Tonnes,3610.53,Rs./Quintal
Nagaland,Vegetables,Potato,September-2025,1987.48,Metric Tonnes,2319.36,Rs./Quintal
Nagaland,Vegetables,Tomato,September-2025,53.85,Metric Tonnes,6638.89,Rs./Quintal
Nagaland,Vegetables,Onion,October-2025,0.20,Metric Tonnes,3200.00,Rs./Quintal
Nagaland,Vegetables,Potato,October-2025,663.54,Metric Tonnes,2222.82,Rs./Quintal
Nagaland,Vegetables,Tomato,October-2025,153.48,Metric Tonnes,6329.02,Rs./Quintal
Nagaland,Vegetables,Potato,November-2025,684.17,Metric Tonnes,2226.07,Rs./Quintal
Nagaland,Vegetables,Tomato,November-2025,20.71,Metric Tonnes,6011.88,Rs./Quintal
Nagaland,Vegetables,Potato,December-2025,0.55,Metric Tonnes,1235.00,Rs./Quintal
Nagaland,Vegetables,Tomato,December-2025,0.62,Metric Tonnes,4500.00,Rs./Quintal
Odisha,Vegetables,Onion,January-2023,3707.57,Metric Tonnes,2195.41,Rs./Quintal
Odisha,Vegetables,Potato,January-2023,8928.46,Metric Tonnes,1293.06,Rs./Quintal
Odisha,Vegetables,Tomato,January-2023,5712.25,Metric Tonnes,1335.14,Rs./Quintal
Odisha,Vegetables,Onion,February-2023,3000.10,Metric Tonnes,1865.65,Rs./Quintal
Odisha,Vegetables,Potato,February-2023,9897.54,Metric Tonnes,1090.63,Rs./Quintal
Odisha,Vegetables,Tomato,February-2023,6097.74,Metric Tonnes,1114.50,Rs./Quintal
Odisha,Vegetables,Onion,March-2023,3372.68,Metric Tonnes,1752.14,Rs./Quintal
Odisha,Vegetables,Potato,March-2023,8874.72,Metric Tonnes,1242.66,Rs./Quintal
Odisha,Vegetables,Tomato,March-2023,6100.55,Metric Tonnes,1266.56,Rs./Quintal
Odisha,Vegetables,Onion,April-2023,3655.09,Metric Tonnes,1648.14,Rs./Quintal
Odisha,Vegetables,Potato,April-2023,7338.05,Metric Tonnes,1410.34,Rs./Quintal
Odisha,Vegetables,Tomato,April-2023,5985.93,Metric Tonnes,1288.36,Rs./Quintal
Odisha,Vegetables,Onion,May-2023,3920.62,Metric Tonnes,1685.47,Rs./Quintal
Odisha,Vegetables,Potato,May-2023,9605.20,Metric Tonnes,1526.37,Rs./Quintal
Odisha,Vegetables,Tomato,May-2023,5532.31,Metric Tonnes,1647.33,Rs./Quintal
Odisha,Vegetables,Onion,June-2023,3697.37,Metric Tonnes,1759.03,Rs./Quintal
Odisha,Vegetables,Potato,June-2023,8858.46,Metric Tonnes,1548.79,Rs./Quintal
Odisha,Vegetables,Tomato,June-2023,4981.28,Metric Tonnes,2874.83,Rs./Quintal
Odisha,Vegetables,Onion,July-2023,4441.03,Metric Tonnes,2116.64,Rs./Quintal
Odisha,Vegetables,Potato,July-2023,9839.85,Metric Tonnes,1799.83,Rs./Quintal
Odisha,Vegetables,Tomato,July-2023,2778.66,Metric Tonnes,9223.05,Rs./Quintal
Odisha,Vegetables,Onion,August-2023,4177.15,Metric Tonnes,2357.31,Rs./Quintal
Odisha,Vegetables,Potato,August-2023,8083.74,Metric Tonnes,1774.53,Rs./Quintal
Odisha,Vegetables,Tomato,August-2023,2582.20,Metric Tonnes,5566.86,Rs./Quintal
Odisha,Vegetables,Onion,September-2023,4005.68,Metric Tonnes,2633.82,Rs./Quintal
Odisha,Vegetables,Potato,September-2023,8543.74,Metric Tonnes,1711.25,Rs./Quintal
Odisha,Vegetables,Tomato,September-2023,5306.48,Metric Tonnes,2442.66,Rs./Quintal
Odisha,Vegetables,Onion,October-2023,3805.91,Metric Tonnes,2939.69,Rs./Quintal
Odisha,Vegetables,Potato,October-2023,7145.05,Metric Tonnes,1658.93,Rs./Quintal
Odisha,Vegetables,Tomato,October-2023,4789.34,Metric Tonnes,2267.54,Rs./Quintal
Odisha,Vegetables,Onion,November-2023,3315.08,Metric Tonnes,5021.06,Rs./Quintal
Odisha,Vegetables,Potato,November-2023,7158.84,Metric Tonnes,1656.11,Rs./Quintal
Odisha,Vegetables,Tomato,November-2023,4710.78,Metric Tonnes,2991.67,Rs./Quintal
Odisha,Vegetables,Onion,December-2023,2983.40,Metric Tonnes,4173.16,Rs./Quintal
Odisha,Vegetables,Potato,December-2023,6754.29,Metric Tonnes,1668.83,Rs./Quintal
Odisha,Vegetables,Tomato,December-2023,5341.73,Metric Tonnes,2761.54,Rs./Quintal
Odisha,Vegetables,Onion,January-2024,3448.45,Metric Tonnes,2603.55,Rs./Quintal
Odisha,Vegetables,Potato,January-2024,7053.66,Metric Tonnes,1600.89,Rs./Quintal
Odisha,Vegetables,Tomato,January-2024,4999.29,Metric Tonnes,1922.50,Rs./Quintal
Odisha,Vegetables,Onion,February-2024,3764.64,Metric Tonnes,2254.40,Rs./Quintal
Odisha,Vegetables,Potato,February-2024,8369.03,Metric Tonnes,1524.87,Rs./Quintal
Odisha,Vegetables,Tomato,February-2024,5636.41,Metric Tonnes,1787.99,Rs./Quintal
Odisha,Vegetables,Onion,March-2024,3969.81,Metric Tonnes,2478.65,Rs./Quintal
Odisha,Vegetables,Potato,March-2024,8962.03,Metric Tonnes,1652.66,Rs./Quintal
Odisha,Vegetables,Tomato,March-2024,5845.00,Metric Tonnes,2094.61,Rs./Quintal
Odisha,Vegetables,Onion,April-2024,3520.52,Metric Tonnes,2433.54,Rs./Quintal
Odisha,Vegetables,Potato,April-2024,8768.19,Metric Tonnes,1959.11,Rs./Quintal
Odisha,Vegetables,Tomato,April-2024,5366.34,Metric Tonnes,2380.09,Rs./Quintal
Odisha,Vegetables,Onion,May-2024,4747.51,Metric Tonnes,2499.78,Rs./Quintal
Odisha,Vegetables,Potato,May-2024,13361.13,Metric Tonnes,2265.98,Rs./Quintal
Odisha,Vegetables,Tomato,May-2024,6072.46,Metric Tonnes,2879.10,Rs./Quintal
Odisha,Vegetables,Onion,June-2024,4300.49,Metric Tonnes,3051.09,Rs./Quintal
Odisha,Vegetables,Potato,June-2024,9016.84,Metric Tonnes,2536.84,Rs./Quintal
Odisha,Vegetables,Tomato,June-2024,5333.66,Metric Tonnes,4588.29,Rs./Quintal
Odisha,Vegetables,Onion,July-2024,5164.73,Metric Tonnes,3791.75,Rs./Quintal
Odisha,Vegetables,Potato,July-2024,9906.30,Metric Tonnes,3103.62,Rs./Quintal
Odisha,Vegetables,Tomato,July-2024,5574.71,Metric Tonnes,5636.48,Rs./Quintal
Odisha,Vegetables,Onion,August-2024,4396.53,Metric Tonnes,4083.88,Rs./Quintal
Odisha,Vegetables,Potato,August-2024,9501.02,Metric Tonnes,3467.56,Rs./Quintal
Odisha,Vegetables,Tomato,August-2024,4519.21,Metric Tonnes,3756.54,Rs./Quintal
